company.960102.idx,49 KB,1999-10-14 13:43:04,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960102.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,8e952f9bd983510bbe0ce56b3755a910
company.960103.idx,61 KB,1999-10-14 13:43:04,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960103.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,6c4c23ba65ff542bbbe746af851ac4ac
company.960104.idx,162 KB,1999-10-14 13:43:04,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960104.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,72eebb7ab3f35a1b87f1aecce99d1ba8
company.960105.idx,67 KB,1999-10-14 13:43:04,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960105.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,7d423b7eaafa557086eedf695774ae4c
company.960108.idx,55 KB,1999-10-14 13:43:05,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960108.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,3df92ad82cc6571aa846c8ef84d79e7e
company.960109.idx,55 KB,1999-10-14 13:43:05,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960109.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,6ff8920159e152b0a503ef514d1293c6
company.960110.idx,101 KB,1999-10-14 13:43:05,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960110.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,6a4fff6d7fc45ba488d228c5a85141c8
company.960111.idx,48 KB,1999-10-14 13:43:05,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960111.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,b073e9617c3f53919bb7e8003ac90536
company.960112.idx,59 KB,1999-10-14 13:43:05,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960112.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,8f739779e626505d9dbb8cfb57352204
company.960116.idx,115 KB,1999-10-14 13:43:05,https://www.sec.gov/Archives/edgar/daily-index/1996/QTR1/company.960116.idx,1996,f3e29eb8c6a053278df64171931c19c1,QTR1/,94bf580822f5589f9275f8d73f78100f
